pkid,pbid,layers,variables,constraints,method,best_solution_probs,in_constraints_probs,ARG,iteration_count,classcial,quantum,run_times
0,0,5,6,3,PenaltySolver,0.78125,1.5625,46.802864552131425,126,3.4423785088583827,1.907756530214101,142336
0,1,5,6,3,PenaltySolver,0,37.5,25.257812485142463,97,2.3442281843163073,1.9211117336526513,109568
0,2,5,6,3,PenaltySolver,18.06640625,26.07421875,29.502050766498975,114,3.248473502229899,2.466479924507439,129024
0,3,5,6,3,PenaltySolver,41.11328125,48.4375,35.88105465161894,121,3.337437895592302,2.3709957813844085,137216
0,4,5,6,3,PenaltySolver,3.3203125,8.49609375,48.95326447396195,116,3.388945554383099,2.246352900750935,131072
0,5,5,6,3,PenaltySolver,7.03125,23.33984375,32.18640852886094,123,3.2753605637699366,2.0450918143615127,139264
0,6,5,6,3,PenaltySolver,0.48828125,2.63671875,38.01684567936447,105,2.7876747171394527,2.073680446948856,118784
0,7,5,6,3,PenaltySolver,8.0078125,18.1640625,23.107128894696434,102,2.9394471221603453,1.7502321475185454,115712
0,8,5,6,3,PenaltySolver,2.34375,13.4765625,24.378196011646274,117,3.333222918678075,1.524772375356406,132096
0,9,5,6,3,PenaltySolver,40.625,42.7734375,27.85904945595079,142,3.5060642594471574,2.27094141067937,160768
0,0,5,6,3,CyclicSolver,0.09765625,33.59375,22.16236977689175,120,1.8978773467242718,2.292689328081906,136192
0,1,5,6,3,CyclicSolver,0.87890625,16.015625,25.717313863548636,94,1.5065410356037319,1.4700843491591513,106496
0,2,5,6,3,CyclicSolver,30.17578125,62.109375,9.057275386096363,127,1.7039636024273932,1.6754274438135326,143360
0,3,5,6,3,CyclicSolver,20.99609375,63.96484375,19.789843730210155,115,1.6761388736777008,1.8561333762481809,130048
0,4,5,6,3,CyclicSolver,1.07421875,72.16796875,9.87311662241206,121,1.681622629519552,2.121461097151041,137216
0,5,5,6,3,CyclicSolver,6.25,51.46484375,19.546243095119856,114,1.823670853395015,2.0174916167743504,129024
0,6,5,6,3,CyclicSolver,0,60.15625,12.330139152449913,139,1.9016989772208035,2.771940626669675,156672
0,7,5,6,3,CyclicSolver,1.5625,38.671875,20.60595702094702,110,1.8173750909045339,1.8844090541824698,124928
0,8,5,6,3,CyclicSolver,9.5703125,48.73046875,11.147505321637498,126,1.8435690710321069,1.9833160871639848,142336
0,9,5,6,3,CyclicSolver,1.3671875,36.23046875,27.219807920025158,135,2.0735070346854627,1.929801587946713,152576
0,0,5,6,3,HeaSolver,0.390625,12.20703125,40.99752601433498,201,6.024902064818889,2.996544898021966,226304
0,1,5,6,3,HeaSolver,0,11.81640625,33.23736211280155,201,5.964409263338894,2.4817529255524278,226304
0,2,5,6,3,HeaSolver,5.2734375,12.79296875,27.451367173774315,201,6.004716494586319,2.717564342543483,226304
0,3,5,6,3,HeaSolver,0.87890625,9.9609375,63.26894524923105,201,6.034853996708989,2.25195867754519,226304
0,4,5,6,3,HeaSolver,0.5859375,9.9609375,44.222098182698495,201,5.984417169820517,2.240177620202303,226304
0,5,5,6,3,HeaSolver,1.171875,10.9375,36.419979298429425,201,6.017097765114158,1.7685925168916583,226304
0,6,5,6,3,HeaSolver,0.09765625,8.88671875,37.82940671463787,201,5.979826073627919,2.400007152464241,226304
0,7,5,6,3,HeaSolver,0.68359375,11.81640625,28.842675766828663,201,5.959447734057903,2.7170698158442974,226304
0,8,5,6,3,HeaSolver,2.05078125,10.05859375,26.857776976428283,201,5.979134438093752,2.578774254769087,226304
0,9,5,6,3,HeaSolver,2.1484375,10.15625,49.39339188592217,201,6.173388391267508,1.8117868336848915,226304
0,0,1,6,3,ChocoSolver,0,100.0,0.13346354157769097,29,0.10945719247683883,0.36055269045755267,32768
0,1,1,6,3,ChocoSolver,99.90234375,100.0,0.0009765624994255514,23,0.0620419611223042,0.29364198073744774,26624
0,2,1,6,3,ChocoSolver,100.0,100.0,0.0,23,0.07248601969331503,0.2908438262529671,26624
0,3,1,6,3,ChocoSolver,99.90234375,100.0,0.0025390624974609374,20,0.060141725931316614,0.2673188978806138,23552
0,4,1,6,3,ChocoSolver,99.90234375,100.0,0.0013950892847177934,22,0.07062799949198961,0.28332574153319,25600
0,5,1,6,3,ChocoSolver,100.0,100.0,0.0,23,0.06466263020411134,0.31781316874548793,26624
0,6,1,6,3,ChocoSolver,24.31640625,100.0,0.5814208980741119,26,0.15664138179272413,0.3310467670671642,29696
0,7,1,6,3,ChocoSolver,100.0,100.0,0.0,27,0.10588206630200148,0.34295680886134505,30720
0,8,1,6,3,ChocoSolver,100.0,100.0,0.0,26,0.10788646060973406,0.330742756370455,29696
0,9,1,6,3,ChocoSolver,100.0,100.0,0.0,22,0.08099495200440288,0.29416988603770733,25600
1,0,5,15,8,PenaltySolver,0.09765625,5.56640625,64.32472509191676,106,1051.0673707951792,2465.9589333334006,119808
1,1,5,15,8,PenaltySolver,0,0,73.80495380167956,137,561.9320886172354,2995.5517921526916,154624
1,2,5,15,8,PenaltySolver,0.48828125,1.85546875,73.07054498008546,127,639.9247343810275,2802.8543756408617,143360
1,3,5,15,8,PenaltySolver,0,0.5859375,57.617487958608656,94,731.1667488259263,2086.7745258039795,106496
1,4,5,15,8,PenaltySolver,0,0.09765625,71.47911656821049,92,677.7981919548474,2093.8476465102285,104448
1,5,5,15,8,PenaltySolver,0,0,96.15503768236033,94,1567.1759135066532,2041.7872512754984,106496
1,6,5,15,8,PenaltySolver,0,0.29296875,128.50931480499284,136,1053.2219467619434,2654.307626981754,153600
