pkid,pbid,layers,variables,constraints,method,best_solution_probs,in_constraints_probs,ARG,iteration_count,classcial,quantum,run_times
0,0,5,6,3,PenaltySolver,7.03125,19.53125,214.2975253273416,123,3.6348751643672585,2.6302560726180673,139264
0,1,5,6,3,PenaltySolver,0.87890625,3.3203125,42.99379182196872,111,3.129071343690157,1.2340967133641243,125952
0,2,5,6,3,PenaltySolver,0.5859375,14.94140625,60.39257805789713,116,2.996513769030571,1.2831851821392775,131072
0,3,5,6,3,PenaltySolver,2.9296875,16.89453125,19.216227205534906,108,3.709120321087539,1.8896371689625084,121856
0,4,5,6,3,PenaltySolver,2.34375,28.02734375,83.99446600584255,127,3.6037196833640337,2.465780451428145,143360
0,5,5,6,3,PenaltySolver,6.0546875,13.96484375,46.39990231060721,115,3.2534094527363777,1.6494422275573015,130048
0,6,5,6,3,PenaltySolver,2.734375,35.7421875,26.97422958570876,122,3.2942388569936156,1.404014934785664,138240
0,7,5,6,3,PenaltySolver,0.48828125,29.4921875,23.206106073312576,97,2.4614380029961467,1.830039411317557,109568
0,8,5,6,3,PenaltySolver,0.29296875,21.58203125,95.24218734126302,98,2.569916071370244,1.8634310867637396,110592
0,9,5,6,3,PenaltySolver,4.78515625,39.16015625,18.155738458616316,135,3.700368641410023,1.906418839469552,152576
0,0,5,6,3,CyclicSolver,4.78515625,53.3203125,84.9772132584093,121,1.9235739894211292,1.9834481296129525,137216
0,1,5,6,3,CyclicSolver,19.3359375,60.9375,12.779087602479223,133,1.7448516581207514,2.4946891576983035,150528
0,2,5,6,3,CyclicSolver,1.7578125,36.71875,39.411675303431466,140,2.107481741346419,2.574548094999045,158720
0,3,5,6,3,CyclicSolver,5.56640625,56.4453125,8.861083980682881,136,2.0277510178275406,2.638947604224086,153600
0,4,5,6,3,CyclicSolver,8.984375,15.91796875,73.01725248247125,113,1.796288548503071,1.4395524845458567,128000
0,5,5,6,3,CyclicSolver,16.11328125,39.74609375,21.09946985100038,131,2.0678176702931523,2.465954134706408,148480
0,6,5,6,3,CyclicSolver,20.99609375,60.15625,12.001030809304982,111,1.6447330093942583,1.4116621566936374,125952
0,7,5,6,3,CyclicSolver,0.390625,23.14453125,21.43395352490318,127,1.9308903403580189,2.099723485764116,143360
0,8,5,6,3,CyclicSolver,0.68359375,52.734375,51.127929602286784,127,1.8671566578559577,2.177382538560778,143360
0,9,5,6,3,CyclicSolver,1.26953125,44.43359375,14.833519338174513,110,1.6939299711957574,1.8079017330892384,124928
